lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,fyr,qtr,end_qtr,end_qtr_dt,cyr,season,start_qtr_dt
13578,FY2020Q3,Wine,South Africa Wine,South Africa Red Wine,1616418,138668,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13579,FY2020Q4,Wine,South Africa Wine,South Africa Red Wine,1517649,127665,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13582,FY2020Q2,Wine,South Africa Wine,South Africa Rose Wine,49656,4685,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13583,FY2020Q3,Wine,South Africa Wine,South Africa Rose Wine,16409,1404,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13584,FY2020Q4,Wine,South Africa Wine,South Africa Rose Wine,5813,459,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13587,FY2020Q2,Wine,South Africa Wine,South Africa Sparkling Wine,3249,162,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13588,FY2020Q3,Wine,South Africa Wine,South Africa Sparkling Wine,5841,225,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13589,FY2020Q4,Wine,South Africa Wine,South Africa Sparkling Wine,6315,364,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13592,FY2020Q2,Wine,South Africa Wine,South Africa White Wine,1205157,119694,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13593,FY2020Q3,Wine,South Africa Wine,South Africa White Wine,997174,97239,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13594,FY2020Q4,Wine,South Africa Wine,South Africa White Wine,929089,83222,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13597,FY2020Q2,Wine,Spain Wine,Spain Fruit and Dessert Wine,8974,303,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13598,FY2020Q3,Wine,Spain Wine,Spain Fruit and Dessert Wine,10971,434,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13599,FY2020Q4,Wine,Spain Wine,Spain Fruit and Dessert Wine,5944,171,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13602,FY2020Q2,Wine,Spain Wine,Spain Red Wine,4225827,359298,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13603,FY2020Q3,Wine,Spain Wine,Spain Red Wine,5661312,454970,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13604,FY2020Q4,Wine,Spain Wine,Spain Red Wine,4748261,397218,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13607,FY2020Q2,Wine,Spain Wine,Spain Rose Wine,380348,38798,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13608,FY2020Q3,Wine,Spain Wine,Spain Rose Wine,204800,22232,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13609,FY2020Q4,Wine,Spain Wine,Spain Rose Wine,298931,38117,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13612,FY2020Q2,Wine,Spain Wine,Spain Sparkling Wine,1211094,73703,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13613,FY2020Q3,Wine,Spain Wine,Spain Sparkling Wine,1913333,119411,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13614,FY2020Q4,Wine,Spain Wine,Spain Sparkling Wine,889053,54127,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13617,FY2020Q2,Wine,Spain Wine,Spain White Wine,655903,74686,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13618,FY2020Q3,Wine,Spain Wine,Spain White Wine,644781,71543,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13619,FY2020Q4,Wine,Spain Wine,Spain White Wine,598335,65032,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13622,FY2020Q2,Wine,USA Wine,USA Fruit and Dessert Wine,802,46,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13623,FY2020Q3,Wine,USA Wine,USA Fruit and Dessert Wine,1178,40,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13624,FY2020Q4,Wine,USA Wine,USA Fruit and Dessert Wine,888,41,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13627,FY2020Q2,Wine,USA Wine,USA Red Wine,20378558,1028000,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13628,FY2020Q3,Wine,USA Wine,USA Red Wine,32134998,1567241,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13629,FY2020Q4,Wine,USA Wine,USA Red Wine,21257991,1099413,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13632,FY2020Q2,Wine,USA Wine,USA Rose Wine,1288045,133944,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13633,FY2020Q3,Wine,USA Wine,USA Rose Wine,1181252,126483,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13634,FY2020Q4,Wine,USA Wine,USA Rose Wine,1068972,116366,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13637,FY2020Q2,Wine,USA Wine,USA Sparkling Wine,298496,16159,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13638,FY2020Q3,Wine,USA Wine,USA Sparkling Wine,447538,24955,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13639,FY2020Q4,Wine,USA Wine,USA Sparkling Wine,248295,13438,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13642,FY2020Q2,Wine,USA Wine,USA White Wine,6600822,457234,2020,Q2,09-30,2019-09-30,2019,summer,2019-09-01
13643,FY2020Q3,Wine,USA Wine,USA White Wine,6663190,467519,2020,Q3,12-31,2019-12-31,2019,winter,2019-12-01
13644,FY2020Q4,Wine,USA Wine,USA White Wine,5873458,406236,2020,Q4,03-31,2020-03-31,2020,winter,2020-03-01
13647,FY2021Q1,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,136222660,39277035,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13652,FY2021Q1,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,33147382,6276590,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13657,FY2021Q1,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,49341729,13095300,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13662,FY2021Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,27067651,7444718,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13667,FY2021Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,93129,14419,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13672,FY2021Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,888718,204302,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13677,FY2021Q1,Beer,Import Beer,Asia And South Pacific Beer,1060200,214868,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13682,FY2021Q1,Beer,Import Beer,Europe Beer,25282565,5727210,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13687,FY2021Q1,Beer,Import Beer,Mexico And Caribbean Beer,15495375,3004514,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13692,FY2021Q1,Beer,Import Beer,Other Country Beer,54429,11450,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13697,FY2021Q1,Beer,Import Beer,USA Beer,2361193,511847,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13702,FY2021Q1,Refresh Bev,Cider,Domestic Cider,19135143,4512320,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13707,FY2021Q1,Refresh Bev,Cider,Import Cider,3673577,872614,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13712,FY2021Q1,Refresh Bev,Coolers,Malt-Based Coolers,462601,94755,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13717,FY2021Q1,Refresh Bev,Coolers,Spirit Coolers,92357851,20506034,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13722,FY2021Q1,Refresh Bev,Coolers,Wine/Fruit Coolers,1398378,223814,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13727,FY2021Q1,Spirits,Asian Spirits,China Spirits,894781,14426,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13732,FY2021Q1,Spirits,Asian Spirits,Korea Spirits,751696,43683,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13737,FY2021Q1,Spirits,Asian Spirits,Other Country Asian Spirits,66865,1992,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13742,FY2021Q1,Spirits,Gin,Dry Gin,15332675,518856,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13747,FY2021Q1,Spirits,Gin,Flavoured Gin,1255432,38740,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13752,FY2021Q1,Spirits,Gin,Other Gin,498362,9701,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13757,FY2021Q1,Spirits,Grape and Fruit Brandy,Armagnac,25584,264,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13762,FY2021Q1,Spirits,Grape and Fruit Brandy,Brandy,2457773,97010,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13767,FY2021Q1,Spirits,Grape and Fruit Brandy,Cognac,1744991,18967,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13772,FY2021Q1,Spirits,Grape and Fruit Brandy,Eau de Vie,286804,6605,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13777,FY2021Q1,Spirits,Grape and Fruit Brandy,Grappa And Marc,46176,1031,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13782,FY2021Q1,Spirits,Grape and Fruit Brandy,Pisco,58743,1556,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13787,FY2021Q1,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,7266277,261083,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13792,FY2021Q1,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1863623,74465,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13797,FY2021Q1,Spirits,Liqueurs,Cream/Dairy Liqueurs,9285978,376367,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13802,FY2021Q1,Spirits,Liqueurs,Fruit Liqueurs,3962673,137930,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13807,FY2021Q1,Spirits,Liqueurs,Nut Liqueurs,1695746,69882,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13812,FY2021Q1,Spirits,Liqueurs,Other Liqueurs,660090,20246,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13817,FY2021Q1,Spirits,Liqueurs,Whiskey Liqueurs,1452118,47449,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13822,FY2021Q1,Spirits,Other Spirits,Cachaca,33022,987,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13827,FY2021Q1,Spirits,Other Spirits,Flavoured Spirits,81952,1614,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13832,FY2021Q1,Spirits,Other Spirits,Miscellaneous/Other Spirits,403806,8323,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13837,FY2021Q1,Spirits,Other Spirits,Moonshine Spirits,386964,10394,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13842,FY2021Q1,Spirits,Other Spirits,Ready to Mix Cocktails,397969,20196,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13847,FY2021Q1,Spirits,Other Spirits,Ready to Serve Cocktails,1124593,53079,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13852,FY2021Q1,Spirits,Other Spirits,Schnapps and Akvavit,53130,1260,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13857,FY2021Q1,Spirits,Rum,Amber Rum,6139899,221706,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13862,FY2021Q1,Spirits,Rum,Dark Rum,2826254,103203,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13867,FY2021Q1,Spirits,Rum,Flavoured Rum,818329,29455,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13872,FY2021Q1,Spirits,Rum,Spiced Rum,7742164,271417,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13877,FY2021Q1,Spirits,Rum,White Rum,7537031,316082,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13882,FY2021Q1,Spirits,Tequila,Blanco/Silver Tequila,5043109,121166,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13887,FY2021Q1,Spirits,Tequila,Flavoured Tequila,237141,6028,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13892,FY2021Q1,Spirits,Tequila,Gold Tequila,8088854,194402,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13897,FY2021Q1,Spirits,Tequila,Mezcal,587008,8896,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13902,FY2021Q1,Spirits,Vodka,Flavoured Vodka,9141332,327517,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13907,FY2021Q1,Spirits,Vodka,Straight Vodka,57446398,2297496,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13912,FY2021Q1,Spirits,Whisky,American Whiskey,2402183,68165,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13917,FY2021Q1,Spirits,Whisky,Blended Malt Scotch Whisky,228830,3104,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13922,FY2021Q1,Spirits,Whisky,Blended Scotch Whisky,7916476,264215,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13927,FY2021Q1,Spirits,Whisky,Bourbon Whiskey,4396686,114315,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13932,FY2021Q1,Spirits,Whisky,Canadian Whisky,30794521,1195118,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13937,FY2021Q1,Spirits,Whisky,Flavoured Whisky,50787,1791,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13942,FY2021Q1,Spirits,Whisky,Irish Whiskey,3831866,99621,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13947,FY2021Q1,Spirits,Whisky,Other Country Whisky,980632,13020,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13952,FY2021Q1,Spirits,Whisky,Single Malt Scotch Whisky,9921108,131796,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13957,FY2021Q1,Wine,Argentina Wine,Argentina Red Wine,6527365,464864,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13962,FY2021Q1,Wine,Argentina Wine,Argentina Rose Wine,263768,22254,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13967,FY2021Q1,Wine,Argentina Wine,Argentina Sparkling Wine,3154,189,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13972,FY2021Q1,Wine,Argentina Wine,Argentina White Wine,595728,52895,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13977,FY2021Q1,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13982,FY2021Q1,Wine,Australia Wine,Australia Red Wine,7447302,552405,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13987,FY2021Q1,Wine,Australia Wine,Australia Rose Wine,393408,31472,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13992,FY2021Q1,Wine,Australia Wine,Australia Sparkling Wine,874016,64155,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
13997,FY2021Q1,Wine,Australia Wine,Australia White Wine,5010074,469331,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14002,FY2021Q1,Wine,Austria Wine,Austria Fruit and Dessert Wine,598,9,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14007,FY2021Q1,Wine,Austria Wine,Austria Red Wine,14292,458,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14012,FY2021Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14017,FY2021Q1,Wine,Austria Wine,Austria Sparkling Wine,221,9,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14022,FY2021Q1,Wine,Austria Wine,Austria White Wine,46017,1672,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14027,FY2021Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,8064,648,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14032,FY2021Q1,Wine,Bulgaria Wine,Bulgaria Rose Wine,3198,198,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14037,FY2021Q1,Wine,Bulgaria Wine,Bulgaria White Wine,342,9,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14042,FY2021Q1,Wine,Canada - BC,Canada - BC Dessert Wine,162036,3294,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14047,FY2021Q1,Wine,Canada - BC,Canada - BC Fruit Wine,1035373,54516,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14052,FY2021Q1,Wine,Canada - BC,Canada - BC Ice Wine,278001,2878,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14057,FY2021Q1,Wine,Canada - BC,Canada - BC Red Wine,61901840,4804498,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14062,FY2021Q1,Wine,Canada - BC,Canada - BC Rose Wine,10944320,673600,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14067,FY2021Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,3038571,123293,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14072,FY2021Q1,Wine,Canada - BC,Canada - BC White Wine,60944932,5566729,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14077,FY2021Q1,Wine,Canada - Other,Canada - Other Dessert Wine,2807,30,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14082,FY2021Q1,Wine,Canada - Other,Canada - Other Fruit Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14087,FY2021Q1,Wine,Canada - Other,Canada - Other Ice Wine,31751,369,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14092,FY2021Q1,Wine,Canada - Other,Canada - Other Red Wine,1083015,143536,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14097,FY2021Q1,Wine,Canada - Other,Canada - Other Rose Wine,107421,9940,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14102,FY2021Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,385235,54902,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14107,FY2021Q1,Wine,Canada - Other,Canada - Other White Wine,797826,98977,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14112,FY2021Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,477,14,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14117,FY2021Q1,Wine,Chile Wine,Chile Red Wine,6952666,691481,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14122,FY2021Q1,Wine,Chile Wine,Chile Rose Wine,709315,82784,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14127,FY2021Q1,Wine,Chile Wine,Chile Sparkling Wine,114834,6970,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14132,FY2021Q1,Wine,Chile Wine,Chile White Wine,3285334,344997,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14137,FY2021Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14142,FY2021Q1,Wine,China Wine,China Red Wine,48,9,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14147,FY2021Q1,Wine,China Wine,China White Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14152,FY2021Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,786243,77178,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14157,FY2021Q1,Wine,Fortified Wine,Other Fortified Import Wine,391819,26550,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14162,FY2021Q1,Wine,Fortified Wine,Port Wine,515848,17314,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14167,FY2021Q1,Wine,Fortified Wine,Sherry Wine,258239,12879,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14172,FY2021Q1,Wine,Fortified Wine,Vermouth Wine,729894,64885,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14177,FY2021Q1,Wine,France Wine,France Champagne Wine,2690204,27504,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14182,FY2021Q1,Wine,France Wine,France Fruit and Dessert Wine,3537,72,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14187,FY2021Q1,Wine,France Wine,France Red Wine,6359606,362655,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14192,FY2021Q1,Wine,France Wine,France Rose Wine,4620723,286309,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14197,FY2021Q1,Wine,France Wine,France Sparkling Wine,601763,34786,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14202,FY2021Q1,Wine,France Wine,France White Wine,3089054,161645,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14207,FY2021Q1,Wine,Georgia Wine,Georgia Red Wine,59607,3272,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14212,FY2021Q1,Wine,Georgia Wine,Georgia White Wine,490,18,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14217,FY2021Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14222,FY2021Q1,Wine,Germany Wine,Germany Red Wine,44523,2871,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14227,FY2021Q1,Wine,Germany Wine,Germany Rose Wine,10927,585,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14232,FY2021Q1,Wine,Germany Wine,Germany Sparkling Wine,680840,43663,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14237,FY2021Q1,Wine,Germany Wine,Germany White Wine,1021249,67826,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14242,FY2021Q1,Wine,Greece Wine,Greece Fruit and Dessert Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14247,FY2021Q1,Wine,Greece Wine,Greece Red Wine,35005,2372,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14252,FY2021Q1,Wine,Greece Wine,Greece Rose Wine,3604,135,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14257,FY2021Q1,Wine,Greece Wine,Greece White Wine,77387,5332,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14262,FY2021Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,13671,316,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14267,FY2021Q1,Wine,Hungary Wine,Hungary Red Wine,33317,2448,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14272,FY2021Q1,Wine,Hungary Wine,Hungary Rose Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14277,FY2021Q1,Wine,Hungary Wine,Hungary Sparkling Wine,77881,6300,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14282,FY2021Q1,Wine,Hungary Wine,Hungary White Wine,92070,8311,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14287,FY2021Q1,Wine,Israel Wine,Israel Red Wine,33027,1611,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14292,FY2021Q1,Wine,Israel Wine,Israel Rose Wine,2218,126,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14297,FY2021Q1,Wine,Israel Wine,Israel White Wine,13443,666,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14302,FY2021Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,7401,299,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14307,FY2021Q1,Wine,Italy Wine,Italy Red Wine,9586751,556125,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14312,FY2021Q1,Wine,Italy Wine,Italy Rose Wine,270455,16336,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14317,FY2021Q1,Wine,Italy Wine,Italy Sparkling Wine,1762196,100518,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14322,FY2021Q1,Wine,Italy Wine,Italy White Wine,4337170,332113,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14327,FY2021Q1,Wine,Italy Wine,Prosecco Wine,4518822,238981,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14332,FY2021Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14337,FY2021Q1,Wine,New Zealand Wine,New Zealand Red Wine,632189,28688,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14342,FY2021Q1,Wine,New Zealand Wine,New Zealand Rose Wine,804420,45724,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14347,FY2021Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,89678,4108,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14352,FY2021Q1,Wine,New Zealand Wine,New Zealand White Wine,11358411,632792,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14357,FY2021Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,323314,18770,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14362,FY2021Q1,Wine,Other Country Wine,Other Country Red Wine,142623,6595,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14367,FY2021Q1,Wine,Other Country Wine,Other Country Rose Wine,5557,225,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14372,FY2021Q1,Wine,Other Country Wine,Other Country Sparkling Wine,14162,533,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14377,FY2021Q1,Wine,Other Country Wine,Other Country White Wine,34812,1393,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14382,FY2021Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,184440,13028,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14387,FY2021Q1,Wine,Other Style Wine,Mead,68043,3069,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14392,FY2021Q1,Wine,Other Style Wine,Rice Wine,50972,3398,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14397,FY2021Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,2563,58,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14402,FY2021Q1,Wine,Portugal Wine,Portugal Red Wine,1022074,86036,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14407,FY2021Q1,Wine,Portugal Wine,Portugal Rose Wine,246686,24204,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14412,FY2021Q1,Wine,Portugal Wine,Portugal Sparkling Wine,4340,166,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14417,FY2021Q1,Wine,Portugal Wine,Portugal White Wine,642663,55768,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14422,FY2021Q1,Wine,Sake,Japan Sake,1114793,36919,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
14427,FY2021Q1,Wine,Sake,Other Country Sake,55112,3109,2021,Q1,06-30,2020-06-30,2020,summer,2020-06-01
