"Index","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
"2020-01-02",107.940002441406,108.349998474121,106.76000213623,107.339996337891,1901000,105.883995056152
"2020-01-03",105.580001831055,107.75,105.120002746582,107.199996948242,1840300,105.745918273926
"2020-01-06",106.949996948242,109.309997558594,106.629997253418,108.779998779297,2934200,107.304473876953
"2020-01-07",109,109.25,107.730003356934,108.389999389648,1692400,106.919776916504
"2020-01-08",108.180000305176,110,107.779998779297,109.48999786377,2651600,108.004837036133
"2020-01-09",110,110.339996337891,108.269996643066,109.360000610352,1818600,107.876617431641
"2020-01-10",109.199996948242,109.269996643066,108.199996948242,108.589996337891,1756000,107.117050170898
"2020-01-13",109.050003051758,110.069999694824,108.620002746582,109.819999694824,1857400,108.330375671387
"2020-01-14",109.660003662109,110.169998168945,108.709999084473,109.580001831055,1723400,108.093627929688
"2020-01-15",109.790000915527,110.449996948242,109.139999389648,109.610000610352,1479100,108.12321472168
"2020-01-16",110,111.290000915527,109.949996948242,111.26000213623,2108300,109.750854492188
"2020-01-17",112.370002746582,112.98999786377,111.550003051758,112.930000305176,3053300,111.398193359375
"2020-01-21",112.550003051758,112.970001220703,111.769996643066,112.410003662109,2165000,110.885246276855
"2020-01-22",112.769996643066,114.040000915527,112.680000305176,113.089996337891,2423100,111.556015014648
"2020-01-23",112.919998168945,113.730003356934,112,113.480003356934,1564900,111.940719604492
"2020-01-24",114.019996643066,114.129997253418,111.629997253418,112.330001831055,2304000,110.806327819824
"2020-01-27",110.23999786377,111.190002441406,109.949996948242,110.559997558594,2175500,109.060325622559
"2020-01-28",111.290000915527,112.879997253418,111.059997558594,111.900001525879,2961900,110.382164001465
"2020-01-29",112.51000213623,112.959999084473,111.23999786377,112.209999084473,2463900,110.687942504883
"2020-01-30",111.430000305176,111.889999389648,110.309997558594,111.639999389648,3838500,110.125686645508
"2020-01-31",110.75,110.75,105.5,107.919998168945,6995800,106.456153869629
"2020-02-03",107.930000305176,109.449996948242,104.400001525879,105.040000915527,4155500,103.615203857422
"2020-02-04",106.440002441406,107.419998168945,105.330001831055,107.069999694824,4190500,105.617668151855
"2020-02-05",108.620002746582,108.959999084473,107.120002746582,107.819999694824,2895700,106.357498168945
"2020-02-06",108.800003051758,110.349998474121,108.410003662109,110,2500600,108.507934570312
"2020-02-07",109.169998168945,110.959999084473,108.73999786377,109.089996337891,2231300,107.610275268555
"2020-02-10",109.019996643066,109.76000213623,108.230003356934,108.699996948242,2170800,107.225547790527
